PokemonName,BWSpr#,Home#,PokemonDbName,ShowdownName,PorygonName,Type1,Type2,Ability1,Ablity2,AbilityHidden,HP,Atk,Def,SpA,SpD,Spe,HpWall,PhysAttacker,SpecAttacker,PhysDefender,SpecDefender,SpeedAbility,Fast,Pivot,Price,IconLink
Crobat,169,169,crobat,crobat,Crobat,Poison,Flying,Inner Focus,,Infiltrator,85,90,80,70,80,130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11,https://www.serebii.net/pokedex-swsh/icon/169.png
Chinchou,170,170,chinchou,chinchou,Chinchou,Water,Electric,Volt Absorb,Illuminate,Water Absorb,75,38,38,56,56,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/170.png
Lanturn,171,171,lanturn,lanturn,Lanturn,Water,Electric,Volt Absorb,Illuminate,Water Absorb,125,58,58,76,76,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/171.png
Pichu,172,172,pichu,pichu,Pichu,Electric,,Static,,Lightning Rod,20,40,15,35,35,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/172.png
Cleffa,173,173,cleffa,cleffa,Cleffa,Fairy,,Cute Charm,Magic Guard,Friend Guard,50,25,28,45,55,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/173.png
Igglybuff,174,174,igglybuff,igglybuff,Igglybuff,Normal,Fairy,Cute Charm,Competitive,Friend Guard,90,30,15,40,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/174.png
Togepi,175,175,togepi,togepi,Togepi,Fairy,,Hustle,Serene Grace,Super Luck,35,20,65,40,65,20,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/175.png
Togetic,176,176,togetic,togetic,Togetic,Fairy,Flying,Hustle,Serene Grace,Super Luck,55,40,85,80,105,40,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/176.png
Natu,177,177,natu,natu,Natu,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,40,50,45,70,45,70,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/177.png
Xatu,178,178,xatu,xatu,Xatu,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,65,75,70,95,70,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/178.png
Mareep,179,179,mareep,mareep,Mareep,Electric,,Static,,Plus,55,40,40,65,45,35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/179.png
Flaaffy,180,180,flaaffy,flaaffy,Flaaffy,Electric,,Static,,Plus,70,55,55,80,60,45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/180.png
Ampharos,181,181,ampharos,ampharos,Ampharos,Electric,,Static,,Plus,90,75,85,115,90,55,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/181.png
Mega Ampharos,181-m,181-1,ampharos-mega,ampharos-mega,Ampharos-Mega,Electric,Dragon,Mold Breaker,,,90,95,105,165,110,45,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/181-m.png
Bellossom,182,182,bellossom,bellossom,Bellossom,Grass,,Chlorophyll,,Healer,75,80,95,90,100,50,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/182.png
Marill,183,183,marill,marill,Marill,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,70,20,50,20,50,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/183.png
Azumarill,184,184,azumarill,azumarill,Azumarill,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,100,50,80,60,80,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,https://www.serebii.net/pokedex-swsh/icon/184.png
Sudowoodo,185,185,sudowoodo,sudowoodo,Sudowoodo,Rock,,Sturdy,Rock Head,Rattled,70,100,115,30,65,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/185.png
Politoed,186,186,politoed,politoed,Politoed,Water,,Water Absorb,Damp,Drizzle,90,75,75,90,100,70,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,https://www.serebii.net/pokedex-swsh/icon/186.png
Hoppip,187,187,hoppip,hoppip,Hoppip,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,35,35,40,35,55,50,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/187.png
Skiploom,188,188,skiploom,skiploom,Skiploom,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,55,45,50,45,65,80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/188.png
Jumpluff,189,189,jumpluff,jumpluff,Jumpluff,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,75,55,70,55,95,110,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/189.png
Aipom,190,190,aipom,aipom,Aipom,Normal,,Run Away,Pickup,Skill Link,55,70,55,40,55,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/190.png
Sunkern,191,191,sunkern,sunkern,Sunkern,Grass,,Chlorophyll,Solar Power,Early Bird,30,30,30,30,30,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/191.png
Sunflora,192,192,sunflora,sunflora,Sunflora,Grass,,Chlorophyll,Solar Power,Early Bird,75,75,55,105,85,30,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/192.png
Yanma,193,193,yanma,yanma,Yanma,Bug,Flying,Speed Boost,Compound Eyes,Frisk,65,65,45,75,45,95,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/193.png
Wooper,194,194,wooper,wooper,Wooper,Water,Ground,Damp,Water Absorb,Unaware,55,45,45,25,25,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/194.png
Wooper-Paldea,194-p,194-p,wooper-paldean,wooper-paldea,Wooper-Paldea,Poison,Ground,Poison Point,Water Absorb,Unaware,55,45,45,25,25,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-sv/icon/194-p.png
Quagsire,195,195,quagsire,quagsire,Quagsire,Water,Ground,Damp,Water Absorb,Unaware,95,85,85,65,65,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,https://www.serebii.net/pokedex-swsh/icon/195.png
Espeon,196,196,espeon,espeon,Espeon,Psychic,,Synchronize,,Magic Bounce,65,65,60,130,95,110,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,7,https://www.serebii.net/pokedex-swsh/icon/196.png
Umbreon,197,197,umbreon,umbreon,Umbreon,Dark,,Synchronize,,Inner Focus,95,65,110,60,130,65,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,9,https://www.serebii.net/pokedex-swsh/icon/197.png
Murkrow,198,198,murkrow,murkrow,Murkrow,Dark,Flying,Insomnia,Super Luck,Prankster,60,85,42,85,42,91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/198.png
Slowking,199,199,slowking,slowking,Slowking,Water,Psychic,Oblivious,Own Tempo,Regenerator,95,75,80,100,110,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,15,https://www.serebii.net/pokedex-swsh/icon/199.png
Slowking-Galar,199-g,199-1,slowking-galarian,slowking-galar,Slowking-Galar,Poison,Psychic,Curious Medicine,Own Tempo,Regenerator,95,65,80,110,110,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,18,https://www.serebii.net/pokedex-swsh/icon/199-g.png
Misdreavus,200,200,misdreavus,misdreavus,Misdreavus,Ghost,,Levitate,,,60,60,60,85,85,85,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/200.png
Unown,201,201,unown,unown,Unown,Psychic,,Levitate,,,48,72,48,72,48,48,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/201.png
Wobbuffet,202,202,wobbuffet,wobbuffet,Wobbuffet,Psychic,,Shadow Tag,,Telepathy,190,33,58,33,58,33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,https://www.serebii.net/pokedex-swsh/icon/202.png
Girafarig,203,203,girafarig,girafarig,Girafarig,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,70,80,65,90,65,85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/203.png
Pineco,204,204,pineco,pineco,Pineco,Bug,,Sturdy,,Overcoat,50,65,90,35,35,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/204.png
Forretress,205,205,forretress,forretress,Forretress,Bug,Steel,Sturdy,,Overcoat,75,90,140,60,60,40,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,https://www.serebii.net/pokedex-swsh/icon/205.png
Dunsparce,206,206,dunsparce,dunsparce,Dunsparce,Normal,,Serene Grace,Run Away,Rattled,100,70,70,65,65,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/206.png
Gligar,207,207,gligar,gligar,Gligar,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,65,75,105,35,65,85,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,https://www.serebii.net/pokedex-swsh/icon/207.png
Steelix,208,208,steelix,steelix,Steelix,Steel,Ground,Rock Head,Sturdy,Sheer Force,75,85,200,55,65,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/208.png
Mega Steelix,208-m,208-1,steelix-mega,steelix-mega,Steelix-Mega,Ground,Steel,Sand Force,,,75,125,230,55,95,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,https://www.serebii.net/pokedex-swsh/icon/208-m.png
Snubbull,209,209,snubbull,snubbull,Snubbull,Fairy,,Intimidate,Run Away,Rattled,60,80,50,40,40,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/209.png
Granbull,210,210,granbull,granbull,Granbull,Fairy,,Intimidate,Quick Feet,Rattled,90,120,75,60,60,45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/210.png
Qwilfish,211,211,qwilfish,qwilfish,Qwilfish,Water,Poison,Poison Point,Swift Swim,Intimidate,65,95,85,55,55,85,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/211.png
Qwilfish-Hisui,211-h,211-h,qwilfish-hisuian,qwilfish-hisui,Qwilfish-HIsui,Dark,Poison,Poison Point,Swift Swim,Intimidate,65,95,85,55,55,85,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/211-h.png
Scizor,212,212,scizor,scizor,Scizor,Bug,Steel,Swarm,Technician,Light Metal,70,130,100,55,80,65,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,14,https://www.serebii.net/pokedex-swsh/icon/212.png
Mega Scizor,212-m,212-1,scizor-mega,scizor-mega,Scizor-Mega,Bug,Steel,Technician,,,70,150,140,65,100,75,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,19,https://www.serebii.net/pokedex-swsh/icon/212-m.png
Shuckle,213,213,shuckle,shuckle,Shuckle,Bug,Rock,Sturdy,Gluttony,Contrary,20,10,230,10,230,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/213.png
Heracross,214,214,heracross,heracross,Heracross,Bug,Fighting,Swarm,Guts,Moxie,80,125,75,40,95,85,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,https://www.serebii.net/pokedex-swsh/icon/214.png
Mega Heracross,214-m,214-1,heracross-mega,heracross-mega,Heracross-Mega,Bug,Fighting,Skill Link,,,80,185,115,40,105,75,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,12,https://www.serebii.net/pokedex-swsh/icon/214-m.png
Sneasel,215,215,sneasel,sneasel,Sneasel,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,55,95,55,35,75,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/215.png
Sneasel-Hisui,215-h,215-h,sneasel-hisuian,sneasel-hisui,Sneasel-Hisui,Fighting,Poison,Inner Focus,Keen Eye,Pickpocket,55,95,55,35,75,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/215-h.png
Teddiursa,216,216,teddiursa,teddiursa,Teddiursa,Normal,,Pickup,Quick Feet,Honey Gather,60,80,50,50,50,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/216.png
Ursaring,217,217,ursaring,ursaring,Ursaring,Normal,,Guts,Quick Feet,Unnerve,90,130,75,75,75,55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/217.png
Slugma,218,218,slugma,slugma,Slugma,Fire,,Magma Armor,Flame Body,Weak Armor,40,40,40,70,40,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/218.png
Magcargo,219,219,magcargo,magcargo,Magcargo,Fire,Rock,Magma Armor,Flame Body,Weak Armor,60,50,120,90,80,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/219.png
Swinub,220,220,swinub,swinub,Swinub,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,50,50,40,30,30,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/220.png
Piloswine,221,221,piloswine,piloswine,Piloswine,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,100,100,80,60,60,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/221.png
Corsola,222,222,corsola,corsola,Corsola,Water,Rock,Hustle,Natural Cure,Regenerator,65,55,95,65,95,35,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/222.png
Corsola-Galar,222-g,222-1,corsola-galarian,corsola-galar,Corsola-Galar,Ghost,,Weak Armor,,Cursed Body,60,55,100,65,100,30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/222-g.png
Remoraid,223,223,remoraid,remoraid,Remoraid,Water,,Hustle,Sniper,Moody,35,65,35,65,35,65,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/223.png
Octillery,224,224,octillery,octillery,Octillery,Water,,Suction Cups,Sniper,Moody,75,105,75,105,75,45,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/224.png
Delibird,225,225,delibird,delibird,Delibird,Ice,Flying,Vital Spirit,Hustle,Insomnia,45,55,45,65,45,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/225.png
Mantine,226,226,mantine,mantine,Mantine,Water,Flying,Swift Swim,Water Absorb,Water Veil,85,40,70,80,140,70,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/226.png
Skarmory,227,227,skarmory,skarmory,Skarmory,Steel,Flying,Keen Eye,Sturdy,Weak Armor,65,80,140,40,70,70,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,https://www.serebii.net/pokedex-swsh/icon/227.png
Houndour,228,228,houndour,houndour,Houndour,Dark,Fire,Early Bird,Flash Fire,Unnerve,45,60,30,80,50,65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/228.png
Houndoom,229,229,houndoom,houndoom,Houndoom,Dark,Fire,Early Bird,Flash Fire,Unnerve,75,90,50,110,80,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/229.png
Mega Houndoom,229-m,229-1,houndoom-mega,houndoom-mega,Houndoom-Mega,Dark,Fire,Solar Power,,,75,90,90,140,90,115,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,8,https://www.serebii.net/pokedex-swsh/icon/229-m.png
Kingdra,230,230,kingdra,kingdra,Kingdra,Water,Dragon,Swift Swim,Sniper,Damp,75,95,95,95,95,85,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,11,https://www.serebii.net/pokedex-swsh/icon/230.png
Phanpy,231,231,phanpy,phanpy,Phanpy,Ground,,Pickup,,Sand Veil,90,60,60,40,40,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/231.png
Donphan,232,232,donphan,donphan,Donphan,Ground,,Sturdy,,Sand Veil,90,120,120,60,60,50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,https://www.serebii.net/pokedex-swsh/icon/232.png
Porygon2,233,233,porygon2,porygon2,Porygon2,Normal,,Trace,Download,Analytic,85,80,90,105,95,60,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,https://www.serebii.net/pokedex-swsh/icon/233.png
Stantler,234,234,stantler,stantler,Stantler,Normal,,Intimidate,Frisk,Sap Sipper,73,95,62,85,65,85,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/234.png
Smeargle,235,235,smeargle,smeargle,Smeargle,Normal,,Own Tempo,Technician,Moody,55,20,35,20,45,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/235.png
Tyrogue,236,236,tyrogue,tyrogue,Tyrogue,Fighting,,Guts,Steadfast,Vital Spirit,35,35,35,35,35,35,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/236.png
Hitmontop,237,237,hitmontop,hitmontop,Hitmontop,Fighting,,Intimidate,Technician,Steadfast,50,95,95,35,110,70,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/237.png
Smoochum,238,238,smoochum,smoochum,Smoochum,Ice,Psychic,Oblivious,Forewarn,Hydration,45,30,15,85,65,65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/238.png
Elekid,239,239,elekid,elekid,Elekid,Electric,,Static,,Vital Spirit,45,63,37,65,55,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/239.png
Magby,240,240,magby,magby,Magby,Fire,,Flame Body,,Vital Spirit,45,75,37,70,55,83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/240.png
Miltank,241,241,miltank,miltank,Miltank,Normal,,Thick Fat,Scrappy,Sap Sipper,95,80,105,40,70,100,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8,https://www.serebii.net/pokedex-swsh/icon/241.png
Blissey,242,242,blissey,blissey,Blissey,Normal,,Natural Cure,Serene Grace,Healer,255,10,10,75,135,55,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,12,https://www.serebii.net/pokedex-swsh/icon/242.png
Raikou,243,243,raikou,raikou,Raikou,Electric,,Pressure,,Inner Focus,90,85,75,115,100,115,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,13,https://www.serebii.net/pokedex-swsh/icon/243.png
Entei,244,244,entei,entei,Entei,Fire,,Pressure,,Inner Focus,115,115,85,90,75,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,https://www.serebii.net/pokedex-swsh/icon/244.png
Suicune,245,245,suicune,suicune,Suicune,Water,,Pressure,,Inner Focus,100,75,115,90,115,85,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,11,https://www.serebii.net/pokedex-swsh/icon/245.png
Larvitar,246,246,larvitar,larvitar,Larvitar,Rock,Ground,Guts,,Sand Veil,50,64,50,45,50,41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/246.png
Pupitar,247,247,pupitar,pupitar,Pupitar,Rock,Ground,Shed Skin,,,70,84,70,65,70,51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/247.png
Tyranitar,248,248,tyranitar,tyranitar,Tyranitar,Rock,Dark,Sand Stream,,Unnerve,100,134,110,95,100,61,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,14,https://www.serebii.net/pokedex-swsh/icon/248.png
Mega Tyranitar,248-m,248-1,tyranitar-mega,tyranitar-mega,Tyranitar-Mega,Rock,Dark,Sand Stream,,,100,164,150,95,120,71,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,14,https://www.serebii.net/pokedex-swsh/icon/248-m.png
Lugia,249,249,lugia,lugia,Lugia,Psychic,Flying,Pressure,,Multiscale,106,90,130,90,154,110,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/249.png
Ho-Oh,250,250,ho-oh,hooh,Ho-Oh,Fire,Flying,Pressure,,Regenerator,106,130,90,110,154,90,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/250.png
Celebi,251,251,celebi,celebi,Celebi,Grass,Psychic,Natural Cure,,,100,100,100,100,100,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,10,https://www.serebii.net/pokedex-swsh/icon/251.png
Treecko,252,252,treecko,treecko,Treecko,Grass,,Overgrow,,Unburden,40,45,35,65,55,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/252.png
Grovyle,253,253,grovyle,grovyle,Grovyle,Grass,,Overgrow,,Unburden,50,65,45,85,65,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/253.png
Sceptile,254,254,sceptile,sceptile,Sceptile,Grass,,Overgrow,,Unburden,70,85,65,105,85,120,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/254.png
Mega Sceptile,254-m,254-1,sceptile-mega,sceptile-mega,Sceptile-Mega,Grass,Dragon,Lightning Rod,,,70,110,75,145,85,145,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9,https://www.serebii.net/pokedex-swsh/icon/254-m.png
Torchic,255,255,torchic,torchic,Torchic,Fire,,Blaze,,Speed Boost,45,60,40,70,50,45,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/255.png
Combusken,256,256,combusken,combusken,Combusken,Fire,Fighting,Blaze,,Speed Boost,60,85,60,85,60,55,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/256.png
Blaziken,257,257,blaziken,blaziken,Blaziken,Fire,Fighting,Blaze,,Speed Boost,80,120,70,110,70,80,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,19,https://www.serebii.net/pokedex-swsh/icon/257.png
Mega Blaziken,257-m,257-1,blaziken-mega,blaziken-mega,Blaziken-Mega,Fire,Fighting,Speed Boost,,,80,160,80,130,80,100,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/257-m.png
Mudkip,258,258,mudkip,mudkip,Mudkip,Water,,Torrent,,Damp,50,70,50,50,50,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/258.png
Marshtomp,259,259,marshtomp,marshtomp,Marshtomp,Water,Ground,Torrent,,Damp,70,85,70,60,70,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/259.png
Swampert,260,260,swampert,swampert,Swampert,Water,Ground,Torrent,,Damp,100,110,90,85,90,60,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,https://www.serebii.net/pokedex-swsh/icon/260.png
Mega Swampert,260-m,260-1,swampert-mega,swampert-mega,Swampert-Mega,Water,Ground,Swift Swim,,,100,150,110,95,110,70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,14,https://www.serebii.net/pokedex-swsh/icon/260-m.png
